城市,区域,板块,小区,户型,户型详情,租金,面积,单位租金,朝向,品牌,标题,链接,经度,纬度,坐标精度,距离_未来科技城,距离_钱江新城,距离_滨江区,距离_湖滨商圈,最近距离,最近就业区,最近距离(km),星巴克数量,麦当劳数量
杭州,余杭区,小和山,绿城和庐,三居,3室2厅2卫,4500.0,98.6,45.64,东南 南,链家/个人,整租·绿城和庐 3室2厅 东南/南,https://hz.lianjia.com/zufang/HZ2101945572360454144.html,120.000102,30.207177,小区,10804.0,26590.0,34799.0,21711.0,10804.0,未来科技城,10.804,0,0
杭州,上城区,采荷,采荷新村,两居,2室0厅1卫,2600.0,44.0,59.09,南,链家,整租·采荷新村 2室0厅 南,https://hz.lianjia.com/zufang/HZ2101946720270155776.html,120.192167,30.252488,小区,27709.0,2277.0,8546.0,4320.0,2277.0,钱江新城,2.277,1,1
杭州,余杭区,未来科技城,欧美金融城,一居,1室1厅1卫,3500.0,46.0,76.09,南,链家/个人,整租·欧美金融城 1室1厅 南,https://hz.lianjia.com/zufang/HZ2101947317417410560.html,120.002975,30.281073,小区(模糊),2878.0,26357.0,28248.0,22791.0,2878.0,未来科技城,2.878,7,4
杭州,萧山区,萧山新城区,帝凯大厦,一居,1室1厅1卫,2100.0,32.0,65.62,南,链家/个人,整租·帝凯大厦 1室1厅 南,https://hz.lianjia.com/zufang/HZ2101947502012923904.html,120.258861,30.182314,小区,44039.0,10455.0,8346.0,17876.0,8346.0,滨江区,8.346,5,2
杭州,滨江区,奥体,莱蒙水榭春天,三居,3室2厅1卫,6800.0,95.0,71.58,南,链家/个人,整租·莱蒙水榭春天 3室2厅 南,https://hz.lianjia.com/zufang/HZ2101947527140999168.html,120.211981,30.208332,小区,29516.0,7851.0,1.0,7855.0,1.0,滨江区,0.001,7,3
杭州,钱塘区,大江东,龙湖江与城江与锦城,三居,3室2厅2卫,3200.0,89.0,35.96,南,链家/个人,整租·龙湖江与城江与锦城 3室2厅 南,https://hz.lianjia.com/zufang/HZ2101949331484442624.html,120.493941,30.32304,小区,61010.0,34906.0,41010.0,42078.0,34906.0,钱江新城,34.906,0,0
杭州,萧山区,奥体,深蓝国际中心,一居,1室1厅1卫,4500.0,86.0,52.33,南,链家/个人,整租·深蓝国际中心 1室1厅 南,https://hz.lianjia.com/zufang/HZ2101949555623854080.html,120.237509,30.184873,小区,42826.0,9324.0,6178.0,16663.0,6178.0,滨江区,6.178,2,0
杭州,钱塘区,工业园南,中豪七格,两居,2室1厅1卫,3000.0,51.0,58.82,东南,链家/个人,整租·中豪七格 2室1厅 东南,https://hz.lianjia.com/zufang/HZ2101949952325320704.html,120.493941,30.32304,小区,61010.0,34906.0,41010.0,42078.0,34906.0,钱江新城,34.906,0,0
杭州,临平区,塘栖,钱江国际广场,一居,1室0厅1卫,1200.0,48.0,25.0,南,链家/个人,整租·钱江国际广场 1室0厅 南,https://hz.lianjia.com/zufang/HZ2101950000144580608.html,120.299222,30.419154,行政区,40759.0,23110.0,32025.0,29257.0,23110.0,钱江新城,23.11,1,1
杭州,西湖区,文三西路,西溪锋尚苑,两居,2室1厅1卫,3200.0,58.0,55.17,南,链家/个人,整租·西溪锋尚苑 2室1厅 南,https://hz.lianjia.com/zufang/HZ2101950932865515520.html,120.091869,30.274269,小区,10775.0,16524.0,30509.0,9907.0,9907.0,湖滨商圈,9.907,1,0
杭州,萧山区,闻堰,江南摩卡,两居,2室1厅2卫,3200.0,88.0,36.36,南,链家/个人,整租·江南摩卡 2室1厅 南,https://hz.lianjia.com/zufang/HZ2101951139107831808.html,120.170981,30.128926,小区,44967.0,17438.0,11272.0,16069.0,11272.0,滨江区,11.272,1,1
杭州,余杭区,未来科技城,未来悦,一居,1室1厅1卫,2400.0,35.94,66.78,南,链家/个人,整租·未来悦 1室1厅 南,https://hz.lianjia.com/zufang/HZ2101952754200084480.html,120.044729,30.292365,小区,4929.0,23074.0,24965.0,19508.0,4929.0,未来科技城,4.929,2,2
杭州,临平区,塘栖,钱江国际广场,一居,1室1厅1卫,1300.0,48.0,27.08,南,链家/个人,整租·钱江国际广场 1室1厅 南,https://hz.lianjia.com/zufang/HZ2101953811001114624.html,120.299222,30.419154,小区,40759.0,23110.0,32025.0,29257.0,23110.0,钱江新城,23.11,1,1
杭州,萧山区,萧山市区,家联公寓东区,三居,3室1厅1卫,4300.0,90.0,47.78,南,链家/个人,整租·家联公寓东区 3室1厅 南,https://hz.lianjia.com/zufang/HZ2101954875892957184.html,120.258374,30.176581,小区,44514.0,11289.0,9132.0,18351.0,9132.0,滨江区,9.132,5,2
杭州,滨江区,彩虹城,高润云杉郡,一居,1室1厅1卫,2600.0,49.0,53.06,南,链家/个人,整租·高润云杉郡 1室1厅 南,https://hz.lianjia.com/zufang/HZ2101955115995889664.html,120.168587,30.175684,小区(模糊),35575.0,14170.0,6503.0,11358.0,6503.0,滨江区,6.503,1,1
杭州,拱墅区,桥西,吉如家园,三居,3室1厅1卫,4500.0,93.0,48.39,南,链家,整租·吉如家园 3室1厅 南,https://hz.lianjia.com/zufang/HZ2101955686458982400.html,120.129618,30.317736,小区,16717.0,15359.0,17259.0,11802.0,11802.0,湖滨商圈,11.802,1,1
杭州,拱墅区,桥西,吉如家园,三居,3室1厅1卫,4300.0,93.0,46.24,南,链家,整租·吉如家园 3室1厅 南,https://hz.lianjia.com/zufang/HZ2101957012005847040.html,120.129618,30.317736,小区,16717.0,15359.0,17259.0,11802.0,11802.0,湖滨商圈,11.802,1,1
杭州,萧山区,钱江世纪城,港汇中心,一居,1室1厅1卫,3000.0,50.0,60.0,北,链家/个人,整租·港汇中心 1室1厅 北,https://hz.lianjia.com/zufang/HZ2101957773376880640.html,120.264263,30.184119,行政区,45589.0,10811.0,7665.0,19426.0,7665.0,滨江区,7.665,5,2
杭州,临平区,临平新城,理想银泰城,一居,1室1厅1卫,2200.0,52.0,42.31,北,链家/个人,整租·理想银泰城 1室1厅 北,https://hz.lianjia.com/zufang/HZ2101957860689707008.html,120.302337,30.40453,小区,36653.0,21402.0,31528.0,26037.0,21402.0,钱江新城,21.402,4,1
杭州,萧山区,湘湖,都会艺境,两居,2室0厅2卫,2000.0,35.0,57.14,东,链家/个人,合租·都会艺境 2居室 东卧,https://hz.lianjia.com/zufang/HZ2101958016873005056.html,120.231806,30.168508,小区,41134.0,11682.0,6982.0,14971.0,6982.0,滨江区,6.982,0,1
杭州,拱墅区,建国北路,艮园社区,两居,2室1厅1卫,3000.0,50.0,60.0,南 北,链家,整租·艮园社区 2室1厅 南/北,https://hz.lianjia.com/zufang/HZ2101958243570941952.html,120.141503,30.319126,行政区,18147.0,14606.0,16506.0,11049.0,11049.0,湖滨商圈,11.049,4,2
杭州,钱塘区,金沙湖,金沙湖1号,两居,2室1厅2卫,4200.0,64.0,65.62,东南,链家/个人,整租·金沙湖1号 2室1厅 东南,https://hz.lianjia.com/zufang/HZ2101958382893137920.html,120.33077,30.308838,小区,35253.0,16779.0,22030.0,22209.0,16779.0,钱江新城,16.779,4,4
杭州,拱墅区,石桥,石桥铭苑,两居,2室1厅1卫,2500.0,60.0,41.67,南,链家,合租·石桥铭苑 2居室 南卧,https://hz.lianjia.com/zufang/HZ2101958825539010560.html,120.19007,30.331902,小区,21918.0,11651.0,17904.0,13015.0,11651.0,钱江新城,11.651,0,0
杭州,富阳区,银湖科技城,新常华庭,两居,2室1厅1卫,2000.0,70.0,28.57,南,链家/个人,整租·新常华庭 2室1厅 南,https://hz.lianjia.com/zufang/HZ2101959196827189248.html,119.978814,30.142187,板块,19459.0,30346.0,26602.0,31399.0,19459.0,未来科技城,19.459,1,2
杭州,上城区,丁桥,农港苑,两居,2室1厅1卫,2500.0,62.0,40.32,南,链家/个人,整租·农港苑 2室1厅 南,https://hz.lianjia.com/zufang/HZ2101959510670180352.html,120.23885,30.355839,小区,28554.0,16772.0,23025.0,19748.0,16772.0,钱江新城,16.772,1,0
杭州,钱塘区,大江东,闸口路,两居,2室1厅1卫,2000.0,100.0,20.0,南,链家/个人,整租·闸口路 2室1厅 南,https://hz.lianjia.com/zufang/HZ2101959881715089408.html,120.540005,30.283373,小区,65200.0,39096.0,40466.0,46268.0,39096.0,钱江新城,39.096,0,0
杭州,西湖区,西溪,龙湖西溪天街,两居,2室1厅2卫,4000.0,38.0,105.26,南,链家/个人,整租·龙湖西溪天街 2室1厅 跃层 南,https://hz.lianjia.com/zufang/HZ2101960760841207808.html,120.130396,30.259242,行政区,18540.0,9691.0,14633.0,5856.0,5856.0,湖滨商圈,5.856,3,3
杭州,拱墅区,桥西,方正360空间大厦,三居,3室2厅2卫,5000.0,101.0,49.5,南,链家/个人,整租·方正360空间大厦 3室2厅 南,https://hz.lianjia.com/zufang/HZ2101960761352912896.html,120.122865,30.321858,小区,15499.0,18634.0,18351.0,10967.0,10967.0,湖滨商圈,10.967,2,1
杭州,钱塘区,沿江北,野风海天城,三居,3室1厅1卫,3400.0,90.0,37.78,东南 南,链家/个人,整租·野风海天城 3室1厅 东南/南,https://hz.lianjia.com/zufang/HZ2101961260231819264.html,120.385598,30.299685,小区,42279.0,22572.0,27902.0,28002.0,22572.0,钱江新城,22.572,1,0
杭州,余杭区,万达广场,星创城映月璟园,三居,3室2厅1卫,5300.0,102.0,51.96,南,链家/个人,整租·星创城映月璟园 3室2厅 南,https://hz.lianjia.com/zufang/HZ2101961330331222016.html,119.997542,30.281298,板块,3039.0,27138.0,29029.0,23572.0,3039.0,未来科技城,3.039,7,4
杭州,西湖区,申花,三坝公寓,两居,2室1厅1卫,3550.0,60.0,59.17,南,链家,整租·三坝公寓 2室1厅 南,https://hz.lianjia.com/zufang/HZ2101962521014435840.html,120.100918,30.303794,小区,10951.0,17987.0,19878.0,11294.0,10951.0,未来科技城,10.951,5,3
杭州,桐庐县,桐庐,利时凌江名庭,一居,1室0厅1卫,3750.0,46.0,81.52,西南,链家/个人,整租·利时凌江名庭 1室0厅 西南,https://hz.lianjia.com/zufang/HZ2101962573497761792.html,119.685958,29.799334,小区,95764.0,84668.0,80950.0,85747.0,80950.0,滨江区,80.95,2,0
杭州,临安区,青山湖科技城,保亿阳光城丽光城,三居,3室2厅2卫,2200.0,89.0,24.72,南,链家/个人,整租·保亿阳光城丽光城 3室2厅 南,https://hz.lianjia.com/zufang/HZ2101962971092615168.html,119.724457,30.234375,行政区,30180.0,55171.0,63976.0,50292.0,30180.0,未来科技城,30.18,2,1
杭州,西湖区,转塘,山澜景苑二区,两居,2室1厅1卫,2400.0,60.0,40.0,南,链家/个人,整租·山澜景苑二区 2室1厅 南,https://hz.lianjia.com/zufang/HZ2101963305106014208.html,120.104349,30.130752,小区,33121.0,21806.0,18033.0,19430.0,18033.0,滨江区,18.033,0,0
杭州,余杭区,未来科技城,众安蒲荷芸邸,三居,3室1厅2卫,8500.0,110.0,77.27,南 北,链家,整租·众安蒲荷芸邸 3室1厅 南/北,https://hz.lianjia.com/zufang/HZ2101964314180059136.html,119.981655,30.26512,小区,6097.0,29322.0,31213.0,25756.0,6097.0,未来科技城,6.097,1,0
杭州,上城区,景芳,水湘人家西苑,三居,3室1厅1卫,3800.0,65.0,58.46,南,链家/个人,整租·水湘人家西苑 3室1厅 南,https://hz.lianjia.com/zufang/HZ2101964373344911360.html,120.19732,30.226543,行政区,26758.0,3606.0,4621.0,5097.0,3606.0,钱江新城,3.606,7,1
杭州,滨江区,滨江区政府,海威钱塘之星,两居,2室2厅2卫,4800.0,53.0,90.57,南,链家,整租·海威钱塘之星 2室2厅 南,https://hz.lianjia.com/zufang/HZ2101966011061239808.html,120.225072,30.214547,小区,31249.0,6922.0,2565.0,9588.0,2565.0,滨江区,2.565,7,1
杭州,萧山区,萧山市区,畈里张公寓,三居,3室0厅0卫,2500.0,40.0,62.5,西,链家/个人,合租·畈里张公寓 3居室 西卧,https://hz.lianjia.com/zufang/HZ2101966447340158976.html,120.264065,30.17644,小区,44812.0,12006.0,9825.0,18649.0,9825.0,滨江区,9.825,6,1
杭州,西湖区,古荡,天目山路338号,两居,2室1厅1卫,3800.0,71.26,53.33,南 北,链家,整租·天目山路338号 2室1厅 南/北,https://hz.lianjia.com/zufang/HZ2101967587792388096.html,120.130396,30.259242,行政区,18540.0,9691.0,14633.0,5856.0,5856.0,湖滨商圈,5.856,3,3
杭州,萧山区,萧山开发区,融创森与海之城,两居,2室1厅1卫,1400.0,52.0,26.92,南 北,链家/个人,合租·融创森与海之城 2居室 南/北卧,https://hz.lianjia.com/zufang/HZ2101968500510687232.html,120.24298,29.988044,小区,60186.0,32751.0,29322.0,39322.0,29322.0,滨江区,29.322,0,0
杭州,余杭区,老余杭,世贸湖山帝景湾南苑,三居,3室1厅2卫,2900.0,113.78,25.49,南,贝壳优选,整租·世贸湖山帝景湾南苑 3室1厅 南,https://hz.lianjia.com/zufang/HZ2101968761362841600.html,119.937471,30.25039,小区,10980.0,33503.0,42308.0,30676.0,10980.0,未来科技城,10.98,0,0
杭州,滨江区,滨江区政府,星耀星澜之城,一居,1室1厅1卫,4200.0,41.05,102.31,东,链家/个人,整租·星耀星澜之城 1室1厅 东,https://hz.lianjia.com/zufang/HZ2101968874650992640.html,120.211981,30.208332,行政区,29516.0,7851.0,1.0,7855.0,1.0,滨江区,0.001,7,3
杭州,滨江区,西兴,玲珑府,一居,1室2厅2卫,3700.0,49.81,74.28,西,链家/个人,整租·玲珑府 1室2厅 西,https://hz.lianjia.com/zufang/HZ2101968898046820352.html,120.225594,30.183341,小区,41075.0,10528.0,4222.0,12661.0,4222.0,滨江区,4.222,2,1
杭州,临平区,临平新城,理想世纪金座,一居,1室1厅1卫,3400.0,67.0,50.75,南,链家/个人,整租·理想世纪金座 1室1厅 南,https://hz.lianjia.com/zufang/HZ2101969669085724672.html,120.299222,30.419154,行政区,40759.0,23110.0,32025.0,29257.0,23110.0,钱江新城,23.11,1,1
杭州,上城区,丁桥,同协金座,一居,1室1厅1卫,2000.0,45.0,44.44,东南,链家/个人,合租·同协金座 1居室 东南卧,https://hz.lianjia.com/zufang/HZ2101969759464587264.html,120.217202,30.338152,小区,25168.0,13386.0,19639.0,16362.0,13386.0,钱江新城,13.386,1,1
杭州,钱塘区,大江东,大华潮悦前城,三居,3室2厅2卫,2400.0,99.0,24.24,南,链家/个人,整租·大华潮悦前城 3室2厅 南,https://hz.lianjia.com/zufang/HZ2101971336283815936.html,120.535474,30.2878,小区,64367.0,38263.0,44367.0,45435.0,38263.0,钱江新城,38.263,0,0
杭州,上城区,丁桥,阳光城翡丽湾,三居,3室2厅1卫,4500.0,89.0,50.56,南,链家/个人,整租·阳光城翡丽湾 3室2厅 南,https://hz.lianjia.com/zufang/HZ2101971387550793728.html,120.19732,30.226543,行政区,26758.0,3606.0,4621.0,5097.0,3606.0,钱江新城,3.606,7,1
杭州,临平区,临平新城,理想银泰城,一居,1室1厅1卫,2200.0,52.0,42.31,东,链家/个人,整租·理想银泰城 1室1厅 东,https://hz.lianjia.com/zufang/HZ2101971739830386688.html,120.302337,30.40453,小区,36653.0,21402.0,31528.0,26037.0,21402.0,钱江新城,21.402,4,1
杭州,滨江区,西兴,铁岭花园,三居,3室1厅1卫,3500.0,91.0,38.46,南,链家/个人,整租·铁岭花园 3室1厅 南,https://hz.lianjia.com/zufang/HZ2101972074938499072.html,120.220326,30.190549,小区,31865.0,9641.0,3168.0,10204.0,3168.0,滨江区,3.168,2,1
杭州,萧山区,萧山新城区,德信君宸,三居,3室2厅1卫,6000.0,82.0,73.17,南,链家/个人,整租·德信君宸 3室2厅 南,https://hz.lianjia.com/zufang/HZ2101972560525656064.html,120.264263,30.184119,行政区,45589.0,10811.0,7665.0,19426.0,7665.0,滨江区,7.665,5,2
杭州,萧山区,萧山市区,柳桥名城,两居,2室1厅1卫,3700.0,90.0,41.11,南,链家/个人,整租·柳桥名城 2室1厅 南,https://hz.lianjia.com/zufang/HZ2101973976308776960.html,120.289391,30.173324,小区,46478.0,16822.0,15849.0,20315.0,15849.0,滨江区,15.849,0,1
杭州,萧山区,萧山市区,北干一苑,两居,2室1厅1卫,2800.0,52.0,53.85,南,链家,整租·北干一苑 2室1厅 南,https://hz.lianjia.com/zufang/HZ2101974057430810624.html,120.269791,30.174818,小区,45399.0,12280.0,10099.0,19236.0,10099.0,滨江区,10.099,6,1
杭州,上城区,火车东站,东方尚城西区,三居,3室2厅2卫,5200.0,90.0,57.78,南,链家/个人,整租·东方尚城西区 3室2厅 南,https://hz.lianjia.com/zufang/HZ2101974256689610752.html,120.19732,30.226543,行政区,26758.0,3606.0,4621.0,5097.0,3606.0,钱江新城,3.606,7,1
杭州,余杭区,闲林,未珂宸铭府,三居,3室2厅2卫,4500.0,109.0,41.28,南,链家/个人,整租·未珂宸铭府 3室2厅 南,https://hz.lianjia.com/zufang/HZ2101974784416940032.html,119.998697,30.228274,小区,8972.0,25574.0,31827.0,20695.0,8972.0,未来科技城,8.972,0,0
杭州,上城区,鼓楼,金狮苑,两居,2室1厅1卫,4200.0,65.0,64.62,南,链家/个人,整租·金狮苑 2室1厅 南,https://hz.lianjia.com/zufang/HZ2101975116219940864.html,120.19732,30.226543,行政区,26758.0,3606.0,4621.0,5097.0,3606.0,钱江新城,3.606,7,1
杭州,萧山区,钱江世纪城,恒瑞名座,一居,1室1厅1卫,1500.0,35.0,42.86,北,链家/个人,整租·恒瑞名座 1室1厅 北,https://hz.lianjia.com/zufang/HZ2101975137522810880.html,120.287251,30.215487,小区,38994.0,9747.0,11729.0,14145.0,9747.0,钱江新城,9.747,1,0
杭州,上城区,景芳,景芳东区,两居,2室1厅1卫,3000.0,58.0,51.72,南,链家,整租·景芳东区 2室1厅 南,https://hz.lianjia.com/zufang/HZ2101975378036785152.html,120.214925,30.268015,小区,26462.0,2689.0,8967.0,6999.0,2689.0,钱江新城,2.689,2,1
杭州,临平区,星桥,星润大厦,一居,1室1厅1卫,1500.0,42.0,35.71,南,链家/个人,整租·星润大厦 1室1厅 南,https://hz.lianjia.com/zufang/HZ2101975762553798656.html,120.299222,30.419154,行政区,40759.0,23110.0,32025.0,29257.0,23110.0,钱江新城,23.11,1,1
杭州,滨江区,滨江区政府,融创杭州印,一居,1室1厅1卫,3500.0,48.3,72.46,东,链家,整租·融创杭州印 1室1厅 东,https://hz.lianjia.com/zufang/HZ2101975923522797568.html,120.205345,30.211479,小区,29415.0,7667.0,1268.0,7754.0,1268.0,滨江区,1.268,4,3
杭州,钱塘区,大江东,义府名苑,三居,3室0厅1卫,1250.0,30.0,41.67,南,链家/个人,合租·义府名苑 3居室 南卧,https://hz.lianjia.com/zufang/HZ2101976043370840064.html,120.495276,30.280487,小区,61826.0,32440.0,33733.0,37870.0,32440.0,钱江新城,32.44,0,0
杭州,钱塘区,大江东,义府名苑,三居,3室1厅1卫,1500.0,30.0,50.0,南,链家/个人,合租·义府名苑 3居室 南卧,https://hz.lianjia.com/zufang/HZ2101976088426053632.html,120.462888,30.330197,板块,58538.0,32434.0,38538.0,39606.0,32434.0,钱江新城,32.434,0,0
杭州,萧山区,南部卧城,南润名座,一居,1室0厅1卫,1400.0,30.0,46.67,北,链家/个人,整租·南润名座 1室0厅 北,https://hz.lianjia.com/zufang/HZ2101976523778031616.html,120.248298,30.14184,小区,50039.0,14647.0,11218.0,18241.0,11218.0,滨江区,11.218,0,0
杭州,临平区,东湖,荷花小区,一居,1室1厅1卫,1600.0,50.0,32.0,南,链家/个人,整租·荷花小区 1室1厅 南,https://hz.lianjia.com/zufang/HZ2101977589974302720.html,120.291707,30.42981,小区,39551.0,24619.0,37739.0,30616.0,24619.0,钱江新城,24.619,1,1
杭州,桐庐县,桐庐,家景星城,一居,1室1厅1卫,1600.0,50.0,32.0,南,链家/个人,整租·家景星城 1室1厅 南,https://hz.lianjia.com/zufang/HZ2101978692950425600.html,119.691755,29.79418,板块,95042.0,83946.0,80228.0,85025.0,80228.0,滨江区,80.228,3,1
杭州,钱塘区,金沙湖,学林铭城,两居,2室1厅1卫,1900.0,30.0,63.33,南,链家,合租·学林铭城 2居室 南卧,https://hz.lianjia.com/zufang/HZ2101978729977741312.html,120.31213,30.313614,小区,33994.0,15471.0,20771.0,20901.0,15471.0,钱江新城,15.471,0,0
杭州,萧山区,萧山市区,绿城雄凯国际,两居,2室1厅1卫,3500.0,40.0,87.5,东,链家/个人,整租·绿城雄凯国际 2室1厅 东,https://hz.lianjia.com/zufang/HZ2101978940137537536.html,120.287694,30.163291,小区,47250.0,17250.0,16277.0,21087.0,16277.0,滨江区,16.277,1,1
杭州,钱塘区,大江东,华鸿东潮云庭,三居,3室2厅2卫,3600.0,100.0,36.0,西南,链家/个人,整租·华鸿东潮云庭 3室2厅 西南,https://hz.lianjia.com/zufang/HZ2101979063403937792.html,120.462888,30.330197,板块,58538.0,32434.0,38538.0,39606.0,32434.0,钱江新城,32.434,0,0
杭州,西湖区,转塘,钱江之江新天地,两居,2室1厅1卫,2700.0,62.0,43.55,南,链家/个人,整租·钱江之江新天地 2室1厅 南,https://hz.lianjia.com/zufang/HZ2101979281272864768.html,120.088172,30.130123,小区,30678.0,20772.0,16999.0,18396.0,16999.0,滨江区,16.999,2,1
杭州,滨江区,滨江区政府,新州花苑,三居,3室2厅2卫,8500.0,150.0,56.67,南,链家/个人,整租·新州花苑 3室2厅 南,https://hz.lianjia.com/zufang/HZ2101979938306392064.html,120.226224,30.204266,小区,31294.0,8032.0,2002.0,9633.0,2002.0,滨江区,2.002,6,1
杭州,西湖区,之江,群升万国天地,两居,2室2厅1卫,3600.0,48.0,75.0,南,链家/个人,整租·群升万国天地 2室2厅 南,https://hz.lianjia.com/zufang/HZ2101980834817900544.html,120.074727,30.153285,板块,29914.0,19162.0,17914.0,16786.0,16786.0,湖滨商圈,16.786,2,2
杭州,上城区,三里亭,三里亭苑四区,两居,2室1厅1卫,3000.0,52.0,57.69,南,链家/个人,整租·三里亭苑四区 2室1厅 南,https://hz.lianjia.com/zufang/HZ2101981282647932928.html,120.190546,30.295684,小区,21927.0,6819.0,13072.0,7597.0,6819.0,钱江新城,6.819,1,2
杭州,上城区,华家池,浙报宿舍,两居,2室1厅1卫,3500.0,65.0,53.85,南,链家/个人,整租·浙报宿舍 2室1厅 南,https://hz.lianjia.com/zufang/HZ2101981359407890432.html,120.192509,30.26469,小区,23149.0,6274.0,12527.0,4885.0,4885.0,湖滨商圈,4.885,0,0
杭州,上城区,湖滨,邮电路,两居,2室1厅1卫,3200.0,50.22,63.72,南,链家/个人,整租·邮电路 2室1厅 南,https://hz.lianjia.com/zufang/HZ2101981490211454976.html,120.168007,30.251791,小区,20750.0,5128.0,8039.0,657.0,657.0,湖滨商圈,0.657,13,7
杭州,萧山区,萧山市区,杜湖名庭,两居,2室1厅1卫,3800.0,70.0,54.29,北,链家/个人,合租·杜湖名庭 2居室 北卧,https://hz.lianjia.com/zufang/HZ2101981533760913408.html,120.241232,30.176883,小区,42519.0,10108.0,7383.0,16356.0,7383.0,滨江区,7.383,2,0
杭州,萧山区,钱江世纪城,港汇中心,一居,1室2厅1卫,3500.0,50.0,70.0,西,链家/个人,整租·港汇中心 1室2厅 西,https://hz.lianjia.com/zufang/HZ2101982659788931072.html,120.264263,30.184119,小区,45589.0,10811.0,7665.0,19426.0,7665.0,滨江区,7.665,5,2
杭州,滨江区,滨江区政府,瑞立中央花城,两居,2室2厅1卫,5000.0,53.0,94.34,南,链家/个人,整租·瑞立中央花城 2室2厅 南,https://hz.lianjia.com/zufang/HZ2101984140738953216.html,120.212973,30.209188,板块,29994.0,7751.0,180.0,8333.0,180.0,滨江区,0.18,7,3
杭州,临安区,临安,北樾府,三居,3室1厅2卫,2000.0,67.36,29.69,西南 西,链家/个人,整租·北樾府 3室1厅 跃层 西南/西,https://hz.lianjia.com/zufang/HZ2101985641918103552.html,119.724457,30.234375,小区,30180.0,55171.0,63976.0,50292.0,30180.0,未来科技城,30.18,2,1
杭州,西湖区,申花,城北商贸园,两居,2室1厅1卫,2600.0,70.0,37.14,南,链家,整租·城北商贸园 2室1厅 南,https://hz.lianjia.com/zufang/HZ2101985672570077184.html,120.093533,30.312037,小区,12128.0,21329.0,27582.0,17858.0,12128.0,未来科技城,12.128,2,2
杭州,西湖区,之江,康迪新座之江印,一居,1室1厅1卫,1700.0,33.0,51.52,东,链家/个人,整租·康迪新座之江印 1室1厅 东,https://hz.lianjia.com/zufang/HZ2101986904038703104.html,120.097766,30.148945,小区(模糊),29458.0,19321.0,15548.0,16945.0,15548.0,滨江区,15.548,1,1
杭州,萧山区,萧山新城区,宝龙城市广场,一居,1室1厅1卫,2600.0,41.59,62.52,西,链家,整租·宝龙城市广场 1室1厅 西,https://hz.lianjia.com/zufang/HZ2101987382461988864.html,120.384569,30.312345,小区,40956.0,23983.0,29792.0,30860.0,23983.0,钱江新城,23.983,2,2
杭州,拱墅区,拱宸桥,隽逸花苑,三居,3室2厅2卫,5000.0,120.0,41.67,南,链家,整租·隽逸花苑 3室2厅 南,https://hz.lianjia.com/zufang/HZ2101987575689379840.html,120.162446,30.328765,小区,18991.0,12846.0,19099.0,11956.0,11956.0,湖滨商圈,11.956,1,0
杭州,滨江区,长河,襄贤望府,两居,2室2厅1卫,4800.0,68.0,70.59,南,链家/个人,整租·襄贤望府 2室2厅 南,https://hz.lianjia.com/zufang/HZ2101987819395219456.html,120.211981,30.208332,行政区,29516.0,7851.0,1.0,7855.0,1.0,滨江区,0.001,7,3
杭州,临平区,星桥,太平家园,两居,2室1厅1卫,1800.0,70.0,25.71,北,链家/个人,合租·太平家园 2居室 北卧,https://hz.lianjia.com/zufang/HZ2101988482401435648.html,120.265525,30.399808,小区,36438.0,24175.0,34801.0,27632.0,24175.0,钱江新城,24.175,0,0
杭州,滨江区,滨江区政府,海威天地,两居,2室2厅2卫,2700.0,30.0,90.0,西,链家/个人,合租·海威天地 2居室 西卧,https://hz.lianjia.com/zufang/HZ2101988935025557504.html,120.224808,30.201566,小区,31655.0,8456.0,2539.0,9994.0,2539.0,滨江区,2.539,5,1
杭州,萧山区,钱江世纪城,华润亚奥城南区,一居,1室1厅1卫,7500.0,45.0,166.67,南,链家/个人,整租·华润亚奥城南区 1室1厅 南,https://hz.lianjia.com/zufang/HZ2101989504351993856.html,120.264263,30.184119,行政区,45589.0,10811.0,7665.0,19426.0,7665.0,滨江区,7.665,5,2
杭州,西湖区,黄龙,庆丰新村,两居,2室1厅1卫,4500.0,58.0,77.59,南,链家/个人,整租·庆丰新村 2室1厅 南,https://hz.lianjia.com/zufang/HZ2101990070708862976.html,120.125509,30.26937,小区,16870.0,11630.0,16060.0,6485.0,6485.0,湖滨商圈,6.485,6,3
杭州,钱塘区,大江东,云上学府,三居,3室2厅1卫,2700.0,96.0,28.12,南,链家/个人,整租·云上学府 3室2厅 南,https://hz.lianjia.com/zufang/HZ2101991264177094656.html,120.446801,30.311784,小区,55399.0,29295.0,35399.0,36467.0,29295.0,钱江新城,29.295,0,0
杭州,滨江区,浦沿,臻涛名府,一居,1室1厅1卫,4280.0,68.0,62.94,南,链家/个人,整租·臻涛名府 1室1厅 南,https://hz.lianjia.com/zufang/HZ2101992074596319232.html,120.154489,30.1734,板块,32934.0,14743.0,7730.0,13374.0,7730.0,滨江区,7.73,2,4
杭州,滨江区,滨江区政府,海威钱塘之星,两居,2室2厅1卫,6500.0,43.0,151.16,东北,链家/个人,整租·海威钱塘之星 2室2厅 东北,https://hz.lianjia.com/zufang/HZ2101994033952849920.html,120.225072,30.214547,小区,31249.0,6922.0,2565.0,9588.0,2565.0,滨江区,2.565,7,1
